text,sentiment,prep_processed_text
Your twitter picture just makes me fume.,anger,twitter picture make fume
"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out",joy,love dog playful scratch face flail paw excitement tear nose ring
"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",anger,despite sharing article sadden Gazza case fury sentence remark
@WunderlistHelp are you guys still down? When can we go up? ,fear,guy
@MrMalky @kwr66 How awful! Switched off!,fear,awful switch
"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;",joy,grumble sit atop sushi bar stool cross arm defiantly playful gesture give gt
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness,sadly bed announce go thank u love
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy,simply act kindness strength optimism today good day
Your boy' is having a nightmare @VivaLaSergio,fear,boy have nightmare
@Ashleyavitia_ don't leave me ,sadness,leave
"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness,dull sleep crew patch rude
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear,find anniversary window 10 update 1607 complete
Love how Megan is raging about this Kendall Jenner photo and I'm sat here like ðŸ¤”ðŸ™ƒ,anger,love Megan rage Kendall Jenner photo sit like f
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",joy,pop half bottle 2014 sparkle gamaynoir Westbank Evenin folk
Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear,thoroughly enjoy AHS tonight ahs horror americanhorrorstory
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness,season 3 penny dreadful Netflix afternoon fill
"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere â€”",fear,Eric help laugh wince pain hurt lot want sit aEUR
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy,v satisfy open old file able check thing
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",fear,3 tmobile store original note7 customer zero result go guy terrible customerservice 2hour waittime
A not very young man compiled info on a smiling baby then a mattress created new evil.,joy,young man compile info smile baby mattress create new evil
"Rollover car crash on warren st, traffic is horrid #Boston",fear,rollover car crash warren st traffic horrid Boston
The neighbor dancing in the Clayton Homes commercial is me. ,joy,neighbor dance Clayton Homes commercial
theÂ LordÂ turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected ,joy,theA LordA turn face peace number truth trust promise calm justice great mighty protect
Sickness bug! ,fear,sickness bug
Brendan Rodgers looks fuming ðŸ˜­,anger,Brendan Rodgers look fume
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger,wish sis 12 midnight receive reply 2nd sis wish get reply know fav
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,sadness,stumble block pessimist step stone optimist
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,outrage party nominate lie corrupt person receive donation nation support terror
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,get angry tell 40 year old guy look girl like feel offend
"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,People want pine ridge little wound Oelrichs start think transfer wanna stay cloud decision man
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,fear,absurd laugh right feel like cry future country despair wakeupcall
Method into thin out assault corridor thine liveliness: cHd,joy,method thin assault corridor thine liveliness chd
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear,gameface gameface intimidate
"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",sadness,JK fun relax massage chill eat cucumber place frown
Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sadness,sister canadian player shady Jonathan Toews frown know WorldCupOfHockey
- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batmanâ€™s -,joy,joyous occasion laugh ostentatious display disrespect Bruce scoff entire scene BatmanaEUR s
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy,Omg get watch new series wow good tv see long laughter moretear
Tip 5: Don't worry about pleasing everyone. #TitanWisdom,joy,Tip 5 worry please TitanWisdom
Absolutely shocking. The decline of Rooney is a little embarrassing really!,fear,absolutely shocking decline Rooney little embarrassing
"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~",sadness,Hermione lower voice slightly sound somewhat bitter rueful
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,joy,diplomat gleeful situation Pakistan stiff upper lip diplomacy see normally
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness,good shorty offer amp sad niggas right face late
I got a short fuse when im sober.,sadness,get short fuse m sober
All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger,hell break loose Charlotte CharlotteProtest anger loot
@clonmacart I'm beaming with glee.,joy,beam glee
I need to stop second guess myself and just go with the first thought and go with it. ,anger,need stop second guess thought
"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",fear,worry typo email Simon draft attach
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy,find thin mint freezer clean elated
@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,joy,heavy 2 day give need levity thank bro
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,fear,lt feel precious pleasure hard whisper breathless index finger stroke waistband gt
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,fear,Val soggy face haunt stay strong v dog
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,sadness,Cam IG post stupid ass font use well
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear,terrorstatepak r confirm navazsharif post graduate distinction student university terrorism spare
"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",sadness,weak amp despair Mighty God strength amp joy amp hope amp calm inner fear faith amp trust
I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,anger,love angry tweet bc make laugh hate bc make miss
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,anger,think british political landscape desolate look foam wasteland think ok
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ,anger,feel travel 700 mile pick form arrive post day leave
"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",sadness,George Establishment unhappy Trump campaign brand son low energy beat
Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational,joy,smile people happen think surprised smile surprisepeople influenceinternational
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger,leave want play heavy game need offense tho
@EngrNabeeel then rejoicing now is a lil' bit prematured dont you thinkðŸ¤”ðŸ¤”ðŸ¤”,joy,rejoice lil bit premature nt
"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear,wake fresh terror threat sound alert Mumbai pray safety amp security everybody city Maharashtra news
Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,fear,got 4 hour work cantsleep excited nervous
Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia,joy,Shanghais chief distract levity pampa proper dingle carry away uUDQujcia
